case_idraw_,case_origin,section,is_control,has_vocals,ref_id,ref_origin,ref_title,ref_link,ref_genre,ref_language,ref_timestamp,sampleA_id,sampleA_origin,sampleA_title,sampleA_link,sampleA_genre,sampleA_language,sampleA_timestamp,sampleB_id,sampleB_origin,sampleB_title,sampleB_link,sampleB_source,sampleB_genre,sampleB_language,sampleB_timestamp,tr_strategy
c_154,ai,AS,0,0,c_ref_154,rock,fma_113511_rock,stimuli/ai-gen-samples/fma/selected_samples/113511_rock.wav,rock,-,00:00-00:10,c_sA_154,rock,fma_113511_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/113511_rock_inv_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_154,rock,fma_113511_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/113511_rock_rand_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_155,ai,AS,0,0,c_ref_155,rock,fma_114411_rock,stimuli/ai-gen-samples/fma/selected_samples/114411_rock.wav,rock,-,00:00-00:10,c_sA_155,rock,fma_114411_rock_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/114411_rock_inv_noise_eta_0.3.wav,rock,-,00:00-00:10,c_sB_155,rock,fma_114411_rock_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/114411_rock_rand_noise_eta_0.3.wav,local,rock,-,00:00-00:10,ai gen
c_156,ai,AS,0,0,c_ref_156,rock,fma_114416_rock,stimuli/ai-gen-samples/fma/selected_samples/114416_rock.wav,rock,-,00:00-00:10,c_sA_156,rock,fma_114416_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/114416_rock_rand_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_156,rock,fma_114416_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/114416_rock_inv_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_157,ai,AS,0,0,c_ref_157,rock,fma_115762_rock,stimuli/ai-gen-samples/fma/selected_samples/115762_rock.wav,rock,-,00:00-00:10,c_sA_157,rock,fma_115762_rock_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/115762_rock_inv_noise_eta_0.3.wav,rock,-,00:00-00:10,c_sB_157,rock,fma_115762_rock_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/115762_rock_rand_noise_eta_0.3.wav,local,rock,-,00:00-00:10,ai gen
c_158,ai,AS,0,0,c_ref_158,rock,fma_115766_rock,stimuli/ai-gen-samples/fma/selected_samples/115766_rock.wav,rock,-,00:00-00:10,c_sA_158,rock,fma_115766_rock_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/115766_rock_inv_noise_eta_0.3.wav,rock,-,00:00-00:10,c_sB_158,rock,fma_115766_rock_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/115766_rock_rand_noise_eta_0.3.wav,local,rock,-,00:00-00:10,ai gen
c_159,ai,AS,0,0,c_ref_159,rock,fma_118056_rock,stimuli/ai-gen-samples/fma/selected_samples/118056_rock.wav,rock,-,00:00-00:10,c_sA_159,rock,fma_118056_rock_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/118056_rock_inv_noise_eta_0.3.wav,rock,-,00:00-00:10,c_sB_159,rock,fma_118056_rock_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/118056_rock_rand_noise_eta_0.3.wav,local,rock,-,00:00-00:10,ai gen
c_160,ai,AS,0,0,c_ref_160,rock,fma_122682_rock,stimuli/ai-gen-samples/fma/selected_samples/122682_rock.wav,rock,-,00:00-00:10,c_sA_160,rock,fma_122682_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/122682_rock_inv_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_160,rock,fma_122682_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/122682_rock_rand_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_161,ai,AS,0,0,c_ref_161,rock,fma_122683_rock,stimuli/ai-gen-samples/fma/selected_samples/122683_rock.wav,rock,-,00:00-00:10,c_sA_161,rock,fma_122683_rock_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/122683_rock_rand_noise_eta_0.3.wav,rock,-,00:00-00:10,c_sB_161,rock,fma_122683_rock_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/122683_rock_inv_noise_eta_0.3.wav,local,rock,-,00:00-00:10,ai gen
c_162,ai,AS,0,0,c_ref_162,rock,fma_122687_rock,stimuli/ai-gen-samples/fma/selected_samples/122687_rock.wav,rock,-,00:00-00:10,c_sA_162,rock,fma_122687_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/122687_rock_inv_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_162,rock,fma_122687_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/122687_rock_rand_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_163,ai,AS,0,0,c_ref_163,rock,fma_123564_rock,stimuli/ai-gen-samples/fma/selected_samples/123564_rock.wav,rock,-,00:00-00:10,c_sA_163,rock,fma_123564_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/123564_rock_rand_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_163,rock,fma_123564_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/123564_rock_inv_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_164,ai,AS,0,0,c_ref_164,rock,fma_126294_rock,stimuli/ai-gen-samples/fma/selected_samples/126294_rock.wav,rock,-,00:00-00:10,c_sA_164,rock,fma_126294_rock_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/126294_rock_inv_noise_eta_0.3.wav,rock,-,00:00-00:10,c_sB_164,rock,fma_126294_rock_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/126294_rock_rand_noise_eta_0.3.wav,local,rock,-,00:00-00:10,ai gen
c_165,ai,AS,0,0,c_ref_165,rock,fma_126296_rock,stimuli/ai-gen-samples/fma/selected_samples/126296_rock.wav,rock,-,00:00-00:10,c_sA_165,rock,fma_126296_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/126296_rock_inv_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_165,rock,fma_126296_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/126296_rock_rand_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_166,ai,AS,0,0,c_ref_166,rock,fma_127546_rock,stimuli/ai-gen-samples/fma/selected_samples/127546_rock.wav,rock,-,00:00-00:10,c_sA_166,rock,fma_127546_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/127546_rock_rand_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_166,rock,fma_127546_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/127546_rock_inv_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_167,ai,AS,0,0,c_ref_167,rock,fma_127547_rock,stimuli/ai-gen-samples/fma/selected_samples/127547_rock.wav,rock,-,00:00-00:10,c_sA_167,rock,fma_127547_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/127547_rock_rand_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_167,rock,fma_127547_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/127547_rock_inv_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_168,ai,AS,0,0,c_ref_168,rock,fma_127555_rock,stimuli/ai-gen-samples/fma/selected_samples/127555_rock.wav,rock,-,00:00-00:10,c_sA_168,rock,fma_127555_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/127555_rock_inv_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_168,rock,fma_127555_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/127555_rock_rand_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_169,ai,AS,0,0,c_ref_169,rock,fma_127556_rock,stimuli/ai-gen-samples/fma/selected_samples/127556_rock.wav,rock,-,00:00-00:10,c_sA_169,rock,fma_127556_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/127556_rock_rand_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_169,rock,fma_127556_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/127556_rock_inv_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_170,ai,AS,0,0,c_ref_170,rock,fma_127557_rock,stimuli/ai-gen-samples/fma/selected_samples/127557_rock.wav,rock,-,00:00-00:10,c_sA_170,rock,fma_127557_rock_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/127557_rock_rand_noise_eta_0.3.wav,rock,-,00:00-00:10,c_sB_170,rock,fma_127557_rock_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/127557_rock_inv_noise_eta_0.3.wav,local,rock,-,00:00-00:10,ai gen
c_171,ai,AS,0,0,c_ref_171,rock,fma_127558_rock,stimuli/ai-gen-samples/fma/selected_samples/127558_rock.wav,rock,-,00:00-00:10,c_sA_171,rock,fma_127558_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/127558_rock_rand_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_171,rock,fma_127558_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/127558_rock_inv_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_172,ai,AS,0,0,c_ref_172,rock,fma_127559_rock,stimuli/ai-gen-samples/fma/selected_samples/127559_rock.wav,rock,-,00:00-00:10,c_sA_172,rock,fma_127559_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/127559_rock_inv_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_172,rock,fma_127559_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/127559_rock_rand_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_173,ai,AS,0,0,c_ref_173,rock,fma_128706_rock,stimuli/ai-gen-samples/fma/selected_samples/128706_rock.wav,rock,-,00:00-00:10,c_sA_173,rock,fma_128706_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/128706_rock_rand_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_173,rock,fma_128706_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/128706_rock_inv_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_174,ai,AS,0,0,c_ref_174,rock,fma_129262_rock,stimuli/ai-gen-samples/fma/selected_samples/129262_rock.wav,rock,-,00:00-00:10,c_sA_174,rock,fma_129262_rock_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/129262_rock_rand_noise_eta_0.3.wav,rock,-,00:00-00:10,c_sB_174,rock,fma_129262_rock_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/129262_rock_inv_noise_eta_0.3.wav,local,rock,-,00:00-00:10,ai gen
c_175,ai,AS,0,0,c_ref_175,rock,fma_129968_rock,stimuli/ai-gen-samples/fma/selected_samples/129968_rock.wav,rock,-,00:00-00:10,c_sA_175,rock,fma_129968_rock_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/129968_rock_rand_noise_eta_0.3.wav,rock,-,00:00-00:10,c_sB_175,rock,fma_129968_rock_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/129968_rock_inv_noise_eta_0.3.wav,local,rock,-,00:00-00:10,ai gen
c_176,ai,AS,0,0,c_ref_176,rock,fma_130396_rock,stimuli/ai-gen-samples/fma/selected_samples/130396_rock.wav,rock,-,00:00-00:10,c_sA_176,rock,fma_130396_rock_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/130396_rock_rand_noise_eta_0.3.wav,rock,-,00:00-00:10,c_sB_176,rock,fma_130396_rock_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/130396_rock_inv_noise_eta_0.3.wav,local,rock,-,00:00-00:10,ai gen
c_177,ai,AS,0,0,c_ref_177,rock,fma_131119_rock,stimuli/ai-gen-samples/fma/selected_samples/131119_rock.wav,rock,-,00:00-00:10,c_sA_177,rock,fma_131119_rock_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/131119_rock_inv_noise_eta_0.3.wav,rock,-,00:00-00:10,c_sB_177,rock,fma_131119_rock_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/131119_rock_rand_noise_eta_0.3.wav,local,rock,-,00:00-00:10,ai gen
c_178,ai,AS,0,0,c_ref_178,rock,fma_131124_rock,stimuli/ai-gen-samples/fma/selected_samples/131124_rock.wav,rock,-,00:00-00:10,c_sA_178,rock,fma_131124_rock_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/131124_rock_rand_noise_eta_0.3.wav,rock,-,00:00-00:10,c_sB_178,rock,fma_131124_rock_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/131124_rock_inv_noise_eta_0.3.wav,local,rock,-,00:00-00:10,ai gen
c_179,ai,AS,0,0,c_ref_179,rock,fma_131128_rock,stimuli/ai-gen-samples/fma/selected_samples/131128_rock.wav,rock,-,00:00-00:10,c_sA_179,rock,fma_131128_rock_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/131128_rock_inv_noise_eta_0.3.wav,rock,-,00:00-00:10,c_sB_179,rock,fma_131128_rock_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/131128_rock_rand_noise_eta_0.3.wav,local,rock,-,00:00-00:10,ai gen
c_180,ai,AS,0,0,c_ref_180,rock,fma_131142_rock,stimuli/ai-gen-samples/fma/selected_samples/131142_rock.wav,rock,-,00:00-00:10,c_sA_180,rock,fma_131142_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/131142_rock_rand_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_180,rock,fma_131142_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/131142_rock_inv_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_181,ai,AS,0,0,c_ref_181,rock,fma_131145_rock,stimuli/ai-gen-samples/fma/selected_samples/131145_rock.wav,rock,-,00:00-00:10,c_sA_181,rock,fma_131145_rock_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/131145_rock_inv_noise_eta_0.3.wav,rock,-,00:00-00:10,c_sB_181,rock,fma_131145_rock_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/131145_rock_rand_noise_eta_0.3.wav,local,rock,-,00:00-00:10,ai gen
c_182,ai,AS,0,0,c_ref_182,rock,fma_131150_rock,stimuli/ai-gen-samples/fma/selected_samples/131150_rock.wav,rock,-,00:00-00:10,c_sA_182,rock,fma_131150_rock_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/131150_rock_rand_noise_eta_0.3.wav,rock,-,00:00-00:10,c_sB_182,rock,fma_131150_rock_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/131150_rock_inv_noise_eta_0.3.wav,local,rock,-,00:00-00:10,ai gen
c_183,ai,AS,0,0,c_ref_183,rock,fma_131151_rock,stimuli/ai-gen-samples/fma/selected_samples/131151_rock.wav,rock,-,00:00-00:10,c_sA_183,rock,fma_131151_rock_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/131151_rock_inv_noise_eta_0.3.wav,rock,-,00:00-00:10,c_sB_183,rock,fma_131151_rock_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/131151_rock_rand_noise_eta_0.3.wav,local,rock,-,00:00-00:10,ai gen
c_184,ai,AS,0,0,c_ref_184,rock,fma_131153_rock,stimuli/ai-gen-samples/fma/selected_samples/131153_rock.wav,rock,-,00:00-00:10,c_sA_184,rock,fma_131153_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/131153_rock_rand_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_184,rock,fma_131153_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/131153_rock_inv_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_185,ai,AS,0,0,c_ref_185,rock,fma_131164_rock,stimuli/ai-gen-samples/fma/selected_samples/131164_rock.wav,rock,-,00:00-00:10,c_sA_185,rock,fma_131164_rock_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/131164_rock_rand_noise_eta_0.3.wav,rock,-,00:00-00:10,c_sB_185,rock,fma_131164_rock_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/131164_rock_inv_noise_eta_0.3.wav,local,rock,-,00:00-00:10,ai gen
c_186,ai,AS,0,0,c_ref_186,rock,fma_131166_rock,stimuli/ai-gen-samples/fma/selected_samples/131166_rock.wav,rock,-,00:00-00:10,c_sA_186,rock,fma_131166_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/131166_rock_rand_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_186,rock,fma_131166_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/131166_rock_inv_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_187,ai,AS,0,0,c_ref_187,rock,fma_131167_rock,stimuli/ai-gen-samples/fma/selected_samples/131167_rock.wav,rock,-,00:00-00:10,c_sA_187,rock,fma_131167_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/131167_rock_inv_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_187,rock,fma_131167_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/131167_rock_rand_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_188,ai,AS,0,0,c_ref_188,rock,fma_131178_rock,stimuli/ai-gen-samples/fma/selected_samples/131178_rock.wav,rock,-,00:00-00:10,c_sA_188,rock,fma_131178_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/131178_rock_inv_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_188,rock,fma_131178_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/131178_rock_rand_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_189,ai,AS,0,0,c_ref_189,rock,fma_135363_rock,stimuli/ai-gen-samples/fma/selected_samples/135363_rock.wav,rock,-,00:00-00:10,c_sA_189,rock,fma_135363_rock_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/135363_rock_inv_noise_eta_0.3.wav,rock,-,00:00-00:10,c_sB_189,rock,fma_135363_rock_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/135363_rock_rand_noise_eta_0.3.wav,local,rock,-,00:00-00:10,ai gen
c_190,ai,AS,0,0,c_ref_190,rock,fma_135366_rock,stimuli/ai-gen-samples/fma/selected_samples/135366_rock.wav,rock,-,00:00-00:10,c_sA_190,rock,fma_135366_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/135366_rock_inv_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_190,rock,fma_135366_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/135366_rock_rand_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_191,ai,AS,0,0,c_ref_191,rock,fma_138057_rock,stimuli/ai-gen-samples/fma/selected_samples/138057_rock.wav,rock,-,00:00-00:10,c_sA_262,rock,fma_138057_rock_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/138057_rock_rand_noise_eta_0.3.wav,rock,-,00:00-00:10,c_sB_262,rock,fma_138057_rock_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/138057_rock_inv_noise_eta_0.3.wav,local,rock,-,00:00-00:10,ai gen
c_192,ai,AS,0,0,c_ref_192,rock,fma_138059_rock,stimuli/ai-gen-samples/fma/selected_samples/138059_rock.wav,rock,-,00:00-00:10,c_sA_192,rock,fma_138059_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/138059_rock_inv_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_192,rock,fma_138059_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/138059_rock_rand_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_193,ai,AS,0,0,c_ref_193,rock,fma_138061_rock,stimuli/ai-gen-samples/fma/selected_samples/138061_rock.wav,rock,-,00:00-00:10,c_sA_193,rock,fma_138061_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/138061_rock_rand_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_193,rock,fma_138061_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/138061_rock_inv_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_194,ai,AS,0,0,c_ref_194,rock,fma_145609_rock,stimuli/ai-gen-samples/fma/selected_samples/145609_rock.wav,rock,-,00:00-00:10,c_sA_194,rock,fma_145609_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/145609_rock_rand_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_194,rock,fma_145609_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/145609_rock_inv_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_195,ai,AS,0,0,c_ref_195,rock,fma_147384_rock,stimuli/ai-gen-samples/fma/selected_samples/147384_rock.wav,rock,-,00:00-00:10,c_sA_195,rock,fma_147384_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/147384_rock_inv_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_195,rock,fma_147384_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/147384_rock_rand_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_196,ai,AS,0,0,c_ref_196,rock,fma_147387_rock,stimuli/ai-gen-samples/fma/selected_samples/147387_rock.wav,rock,-,00:00-00:10,c_sA_196,rock,fma_147387_rock_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/147387_rock_rand_noise_eta_0.3.wav,rock,-,00:00-00:10,c_sB_196,rock,fma_147387_rock_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/147387_rock_inv_noise_eta_0.3.wav,local,rock,-,00:00-00:10,ai gen
c_197,ai,AS,0,0,c_ref_197,rock,fma_147405_rock,stimuli/ai-gen-samples/fma/selected_samples/147405_rock.wav,rock,-,00:00-00:10,c_sA_197,rock,fma_147405_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/147405_rock_inv_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_197,rock,fma_147405_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/147405_rock_rand_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_198,ai,AS,0,0,c_ref_198,rock,fma_147709_rock,stimuli/ai-gen-samples/fma/selected_samples/147709_rock.wav,rock,-,00:00-00:10,c_sA_198,rock,fma_147709_rock_inv_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/147709_rock_inv_noise_eta_0.3.wav,rock,-,00:00-00:10,c_sB_198,rock,fma_147709_rock_rand_noise_eta_0.3,stimuli/ai-gen-samples/sao_gen_samples/raw/147709_rock_rand_noise_eta_0.3.wav,local,rock,-,00:00-00:10,ai gen
c_199,ai,AS,0,0,c_ref_199,rock,fma_148888_rock,stimuli/ai-gen-samples/fma/selected_samples/148888_rock.wav,rock,-,00:00-00:10,c_sA_199,rock,fma_148888_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/148888_rock_inv_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_199,rock,fma_148888_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/148888_rock_rand_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_200,ai,AS,0,0,c_ref_200,rock,fma_149410_rock,stimuli/ai-gen-samples/fma/selected_samples/149410_rock.wav,rock,-,00:00-00:10,c_sA_200,rock,fma_149410_rock_rand_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/149410_rock_rand_noise_eta_0.5.wav,rock,-,00:00-00:10,c_sB_200,rock,fma_149410_rock_inv_noise_eta_0.5,stimuli/ai-gen-samples/sao_gen_samples/raw/149410_rock_inv_noise_eta_0.5.wav,local,rock,-,00:00-00:10,ai gen
c_201,human,HP,1,1,c_ref_201,smp_ac_98,Queen - Under Pressure (Official Video),https://www.youtube.com/watch?v=a01QQZyl-_I,"rock, pop",english,03:38-03:46,c_sA_201,same artist as B,Vanilla Ice - Ice Ice Baby (Official Music Video),https://www.youtube.com/watch?v=rog8ou-ZepE,"hip-hop, pop",english,01:14-01:22,c_sB_201,smp_ac_98,Vanilla Ice - Ice Ice Baby (Official Music Video),https://www.youtube.com/watch?v=rog8ou-ZepE,yt,"hip-hop, pop",english,03:10-03:18,same artist as B
c_202,human,HP,1,0,c_ref_202,smp_ac_100,Joyful Noise - FLAME feat. Lecrae & John Reilly,https://www.youtube.com/watch?v=MllhC0qyEjY,"rap, hip-hop",english,00:07-00:16,c_sA_202,nothing in common,Rod Stewart - Da Ya Think I'm Sexy?,https://www.youtube.com/watch?v=Hphwfq1wLJs,"disco, rock",english,02:02-02:10,c_sB_202,nothing in common,Machu Picchu - The Strokes,https://www.youtube.com/watch?v=Xt_F4J4O-xo,yt,"indie, rock",- ,00:05-00:14,nothing in common
c_203,human,HP,1,1,c_ref_203,smp_ac_26,Edith Piaf - Hymne à l'amour ,https://www.youtube.com/watch?v=sgBldNsK-xw,pop,french,00:41-00:52,c_sA_203,nothing in common,Le temps de l'amour - Francoise Hardy,https://www.youtube.com/watch?v=fCadGsFrj58,"pop, rock",french,01:06-01:19,c_sB_203,nothing in common,Sylvie Vartan - Baby c'est vous,https://www.youtube.com/watch?v=vXuSOlNy0O0,yt,"rock, funk, soul, pop",french,01:07-01:18,nothing in common
c_204,human,HP,1,0,c_ref_301,smp_ac_2,Maroon 5 - This Love (Official Music Video),https://www.youtube.com/watch?v=XPpTgCho5ZA,"rock, pop rock",english,00:10-00:19,c_sA_301,same artist as ref,Maroon 5 - Makes Me Wonder,https://www.youtube.com/watch?v=sAebYQgy4n4,"pop rock, rock, funk",english,00:05-00:15,c_sB_301,smp_ac_2,이승기(Lee Seung Gi) 가면 (가사 첨부),https://www.youtube.com/watch?v=LXW2yw8Ttbg,yt,"pop, ballad",korean,00:09-00:18,same artist as ref
